Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"104048967","","5000","5000","5000"," 36 months"," 25.49%","200.1","E","E4","Pilot","10+ years","MORTGAGE","215000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104048967","","debt_consolidation","Debt consolidation","067xx","CT","6.06","0","Jan-2004","765","769","4","","","11","0","8678","18.8%","16","f","0.00","0.00","7189.01","7189.01","5000.00","2189.01","0.0","0.0","0.0","Mar-2020","199.67","Apr-2020","Mar-2020","799","795","0","","1","Individual","","","","0","0","44754","1","3","2","4","7","35832","68","2","2","8659","27","46200","2","0","6","6","4069","37522","18.8","0","0","83","87","5","5","0","5","","0","","0","2","2","7","8","7","7","8","2","11","0","0","0","4","100","0","0","0","100763","44754","46200","49814","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103961780","","10000","10000","10000"," 36 months","  7.49%","311.02","A","A4","Line worker ","3 years","RENT","50000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103961780","","debt_consolidation","Debt consolidation","196xx","PA","26.43","0","Aug-2009","755","759","0","","","13","0","8333","19.2%","19","w","0.00","0.00","10852.1659052725","10852.17","10000.00","852.17","0.0","0.0","0.0","Aug-2018","6174.38","","Mar-2020","769","765","0","","1","Individual","","","","0","0","35187","1","3","0","2","16","26854","66","2","3","2943","42","43300","0","0","1","5","2707","18895","23.2","0","0","85","91","1","1","0","10","","10","","0","2","6","3","4","7","10","12","6","13","0","0","0","2","100","0","0","0","83940","35187","24600","40640","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104070231","","4800","4800","4800"," 36 months","  6.99%","148.19","A","A2","Program Manager","1 year","RENT","160000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104070231","","credit_card","Credit card refinancing","941xx","CA","12.66","0","Jun-2005","745","749","1","38","","13","0","16930","13.4%","18","w","0.00","0.00","5048.7065163439","5048.71","4800.00","248.71","0.0","0.0","0.0","Mar-2018","4.85","","Feb-2018","774","770","0","","1","Individual","","","","0","0","37985","2","2","0","2","13","21055","60","2","6","9906","24","125900","1","0","1","8","2922","106107","10.5","0","0","74","141","3","3","0","6","","3","38","0","6","8","9","12","4","11","14","8","13","0","0","0","2","94.4","0","0","0","160900","37985","118600","35000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104180133","","16000","16000","16000"," 36 months"," 18.99%","586.42","D","D3","sales merchandiser","10+ years","RENT","41000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104180133","","debt_consolidation","Debt consolidation","773xx","TX","31.73","1","Sep-2004","660","664","0","19","","9","0","19706","70.4%","13","w","0.00","0.00","21076.51","21076.51","16000.00","5076.51","0.0","0.0","0.0","Mar-2020","585.57","Apr-2020","Mar-2020","719","715","0","","1","Individual","","","","0","73","34377","1","2","1","1","6","14671","57","0","0","7433","64","28000","0","1","0","1","3820","3509","80.5","0","0","123","150","34","6","0","46","","","19","0","5","7","5","6","5","7","8","7","9","0","0","0","1","92.3","40","0","0","53682","34377","18000","25682","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104090304","","2000","2000","2000"," 36 months"," 16.99%","71.3","D","D1","Supervisor","6 years","MORTGAGE","62000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104090304","","credit_card","Credit card refinancing","983xx","WA","16.43","0","Oct-2007","680","684","2","57","44","10","2","6504","44.9%","20","f","0.00","0.00","2499.7389374276","2499.74","2000.00","499.74","0.0","0.0","0.0","Apr-2019","863.62","","Mar-2020","704","700","0","57","1","Individual","","","","0","0","321694","4","2","1","3","2","33320","87","5","7","3381","75","14500","3","4","4","11","32169","5591","51.4","0","0","113","113","6","2","2","6","","0","","1","3","5","5","7","8","7","10","5","10","0","0","0","7","100","40","2","0","337688","39824","11500","38491","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104050245","","20000","20000","20000"," 36 months","  5.32%","602.3","A","A1","Associate Dentist ","3 years","RENT","120000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104050245","","credit_card","Credit card refinancing","926xx","CA","26.54","0","Aug-2002","770","774","1","","","18","0","2646","3%","60","w","0.00","0.00","21670.63","21670.63","20000.00","1670.63","0.0","0.0","0.0","Mar-2020","601.95","Apr-2020","Mar-2020","679","675","0","","1","Individual","","","","0","0","675385","1","10","1","2","3","672739","106","1","3","2075","51","87400","0","0","2","5","37521","84754","3","0","0","175","175","9","3","0","9","","3","","0","3","3","8","12","46","8","14","3","18","0","0","0","2","100","0","0","0","688272","675385","87400","600872","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103508738","","16000","16000","16000"," 60 months"," 12.74%","361.93","C","C1","","10+ years","MORTGAGE","72000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103508738","","major_purchase","Major purchase","207xx","MD","29.66","0","Dec-1998","685","689","0","","","18","0","44363","77.6%","25","w","7631.77","7631.77","13006.83","13006.83","8368.23","4638.60","0.0","0.0","0.0","Mar-2020","361.93","Apr-2020","Mar-2020","644","640","0","","1","Individual","","","","0","0","235542","0","3","1","2","11","49184","99","0","0","9429","88","57200","0","0","2","2","13855","9837","81.9","0","0","139","219","33","11","2","60","","8","","0","11","11","12","13","7","14","16","11","18","0","0","0","1","100","66.7","0","0","296264","93547","54200","49562","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104048783","","13000","13000","13000"," 36 months"," 11.44%","428.32","B","B4","Accounts Payable Coordinator","10+ years","RENT","54500","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104048783","","debt_consolidation","Debt consolidation","606xx","IL","10.81","0","Sep-2002","740","744","0","","","11","0","12514","33.5%","23","w","0.00","0.00","15402.62","15402.62","13000.00","2402.62","0.0","0.0","0.0","Mar-2020","427.94","Apr-2020","Mar-2020","779","775","0","","1","Individual","","","","0","0","16632","0","1","0","1","23","4118","59","0","0","8419","38","37400","1","6","1","1","2079","15081","35.8","0","0","148","174","37","23","0","76","","1","","0","1","2","3","5","5","10","17","2","11","0","0","0","0","100","0","0","0","44400","16632","23500","7000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104046830","","10000","10000","10000"," 36 months"," 11.49%","329.72","B","B5","General manager","10+ years","OWN","145000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104046830","","debt_consolidation","Debt consolidation","087xx","NJ","13.31","2","Sep-2005","705","709","0","8","","13","0","7936","31.9%","30","w","0.00","0.00","10365.3683582894","10365.37","10000.00","365.37","0.0","0.0","0.0","Aug-2017","9388.98","","Mar-2020","754","750","0","26","1","Individual","","","","0","0","324984","3","3","0","3","18","60454","61","3","5","2350","51","24900","4","1","2","8","24999","11199","40.1","0","0","133","138","4","4","1","4","64","2","29","0","6","8","6","8","10","9","19","8","13","0","0","0","3","66.7","16.7","0","0","411827","68390","18700","82927","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104046719","","14000","14000","14000"," 36 months"," 15.99%","492.13","C","C5","Project Leader","10+ years","MORTGAGE","82000","Source Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104046719","","credit_card","Credit card refinancing","672xx","KS","31.07","0","May-1996","725","729","0","","","18","0","69578","63.2%","31","w","0.00","0.00","16771.1052974515","16771.11","14000.00","2771.11","0.0","0.0","0.0","Nov-2018","7937.64","","Mar-2020","694","690","0","","1","Individual","","","","0","0","202617","0","3","0","1","22","34430","57","0","2","13686","61","110037","0","9","0","3","11257","29762","63.4","0","0","140","250","13","13","6","13","","13","","0","7","9","8","13","4","14","21","9","18","0","0","0","0","100","25","0","0","286204","104008","81400","60167","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104260154","","35000","35000","35000"," 36 months"," 19.99%","1300.55","D","D4","PROFESSOR","10+ years","MORTGAGE","80000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104260154","","debt_consolidation","Debt consolidation","850xx","AZ","10.65","1","May-1994","665","669","0","4","","7","0","13483","65.5%","22","f","0.00","0.00","46740.46","46740.46","35000.00","11740.46","0.0","0.0","0.0","Mar-2020","1298.95","Apr-2020","Mar-2020","769","765","0","48","1","Individual","","","","0","320","281434","0","1","1","1","12","19268","84","0","1","6765","75","20600","0","0","1","2","46906","6717","66.7","0","0","140","274","16","12","1","16","48","12","48","0","2","2","4","13","4","5","17","2","7","0","0","0","1","90.9","33.3","0","0","303643","32751","20200","23043","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104046702","","14000","14000","14000"," 60 months"," 12.74%","316.69","C","C1","Specialty Sales","4 years","OWN","40000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104046702","","credit_card","Credit card refinancing","926xx","CA","17.48","0","Feb-1974","715","719","0","","","10","0","25787","46.2%","23","w","6921.17","6921.17","11135.95","11135.95","7078.83","4057.12","0.0","0.0","0.0","Mar-2020","316.69","Apr-2020","Mar-2020","664","660","0","","1","Individual","","","","0","0","25787","2","0","0","0","129","0","","5","7","8549","46","55800","0","3","0","7","2579","27153","48.3","0","0","129","517","1","1","1","2","","23","","0","7","9","8","13","1","10","21","9","10","0","0","0","5","100","37.5","0","0","55800","25787","52500","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"99892449","","7100","7100","7100"," 36 months"," 11.39%","233.76","B","B3","","n/a","RENT","32160","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=99892449","","debt_consolidation","Debt consolidation","329xx","FL","22.44","0","Apr-1973","710","714","0","","","9","0","13224","41.7%","15","w","0.00","0.00","8029.2779095782","8029.28","7100.00","929.28","0.0","0.0","0.0","Oct-2018","17.92","","Mar-2020","669","665","0","","1","Individual","","","","0","1096","20805","0","1","0","1","21","3535","50","0","2","9739","46","31700","0","0","0","3","2312","2661","78.5","0","0","97","521","13","13","0","162","","13","","0","1","5","1","4","2","7","12","5","8","0","0","0","0","100","100","0","0","45619","20805","12400","7100","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104060216","","6800","6800","6800"," 36 months"," 13.49%","230.73","C","C2","Mechanic ","< 1 year","RENT","55000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104060216","","credit_card","Credit card refinancing","908xx","CA","20.73","0","Dec-2006","730","734","1","","","9","0","5496","23.8%","15","w","227.70","227.70","8065.36","8065.36","6572.30","1493.06","0.0","0.0","0.0","Feb-2020","230.73","Apr-2020","Mar-2020","764","760","0","","1","Individual","","","","0","0","35225","3","3","2","3","3","29729","91","2","4","802","63","23100","0","2","1","7","3914","2798","22.3","0","0","123","117","0","0","0","20","","0","","0","1","4","1","1","8","6","7","4","9","0","0","0","4","100","0","0","0","55700","35225","3600","32600","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104210190","","14400","14400","14400"," 36 months"," 10.49%","467.97","B","B2","Property Manager","6 years","MORTGAGE","130000","Not Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104210190","","vacation","Vacation","913xx","CA","30.77","0","Dec-1997","745","749","1","","","22","0","17867","31.3%","42","f","0.00","0.00","11214.5","11214.50","9090.95","2123.55","0.0","0.0","0.0","Apr-2019","467.97","","Mar-2020","564","560","0","","1","Individual","","","","0","0","516003","4","3","0","3","18","38988","46","3","5","10406","45","57100","1","0","1","11","28667","32121","33.8","0","0","129","231","2","2","3","6","","6","","0","3","5","11","21","4","17","33","5","22","0","0","0","4","100","12.5","0","0","613293","69480","48500","84256","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104240334","","25000","25000","25000"," 36 months"," 15.99%","878.81","C","C5","Ckerk","10+ years","RENT","95000","Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104240334","","debt_consolidation","Debt consolidation","112xx","NY","22.47","1","Mar-2001","665","669","0","5","","18","0","15067","50.7%","30","w","0.00","0.00","30470.3914876318","30470.39","25000.00","5470.39","0.0","0.0","0.0","Feb-2019","12059.8","","Feb-2020","709","705","0","5","1","Individual","","","","0","0","38809","0","4","1","4","11","23742","62","1","8","3325","57","29700","2","3","3","12","2156","9964","49.4","1","0","30","192","7","7","0","7","5","8","5","1","5","9","8","11","6","14","24","9","18","0","0","1","2","90","37.5","0","0","67853","38809","19700","38153","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104190252","","6000","6000","6000"," 36 months"," 11.44%","197.69","B","B4","Maintenance Assistant ","5 years","RENT","25000","Not Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104190252","","debt_consolidation","Debt consolidation","840xx","UT","24.2","0","Jan-2005","765","769","0","","","11","0","1818","11.5%","16","w","0.00","0.00","3463.45","3463.45","2253.51","704.21","0.0","505.73","91.0314","Jul-2018","197.69","","Dec-2018","499","0","0","","1","Individual","","","","0","0","10041","2","5","1","1","2","8223","45","1","7","918","30","15800","0","1","1","8","913","13982","11.5","0","0","98","146","0","0","0","0","","5","","0","2","2","6","7","8","6","8","2","11","0","0","0","2","100","0","0","0","33985","10041","15800","18185","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
